IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.11.182,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.4.122,443,443,true,SIN,Asia Pacific,Singapore,21,0.00
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.104.37,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.179.231,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.87.30,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.156.242,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,22,0.00
8.219.132.64,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.117.198,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.71,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.189.92,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.156.242,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.77.222,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.86.185,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.189.92,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.102.102,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.83.71,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.136.247,8443,8443,true,SIN,Asia Pacific,Singapore,25,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.110.81,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.93.5,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.189.92,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
